"id","name","description","memo","type","parentGroupName","parentGroupId","parentName"
"T304","Node 304","Node 304 description","Node 304 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T305","Node 305","Node 305 description","Node 305 memo","ROADM","Group 2","G2","Parent 2"
"T306","Node 306","Node 306 description","Node 306 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T307","Node 307","Node 307 description","Node 307 memo","ROADM","Group 1","G1","Parent 1"
"T308","Node 308","Node 308 description","Node 308 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T309","Node 309","Node 309 description","Node 309 memo","ROADM","Group 3","G3","Parent 3"
"T310","Node 310","Node 310 description","Node 310 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T311","Node 311","Node 311 description","Node 311 memo","ROADM","Group 2","G2","Parent 2"
"T312","Node 312","Node 312 description","Node 312 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T313","Node 313","Node 313 description","Node 313 memo","ROADM","Group 1","G1","Parent 1"
"T314","Node 314","Node 314 description","Node 314 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T315","Node 315","Node 315 description","Node 315 memo","ROADM","Group 3","G3","Parent 3"
"T316","Node 316","Node 316 description","Node 316 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T317","Node 317","Node 317 description","Node 317 memo","ROADM","Group 2","G2","Parent 2"
"T318","Node 318","Node 318 description","Node 318 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T319","Node 319","Node 319 description","Node 319 memo","ROADM","Group 1","G1","Parent 1"
"T320","Node 320","Node 320 description","Node 320 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T321","Node 321","Node 321 description","Node 321 memo","ROADM","Group 3","G3","Parent 3"
"T322","Node 322","Node 322 description","Node 322 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T323","Node 323","Node 323 description","Node 323 memo","ROADM","Group 2","G2","Parent 2"
"T324","Node 324","Node 324 description","Node 324 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T325","Node 325","Node 325 description","Node 325 memo","ROADM","Group 1","G1","Parent 1"
"T326","Node 326","Node 326 description","Node 326 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T327","Node 327","Node 327 description","Node 327 memo","ROADM","Group 3","G3","Parent 3"
"T328","Node 328","Node 328 description","Node 328 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T329","Node 329","Node 329 description","Node 329 memo","ROADM","Group 2","G2","Parent 2"
"T330","Node 330","Node 330 description","Node 330 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T331","Node 331","Node 331 description","Node 331 memo","ROADM","Group 1","G1","Parent 1"
"T332","Node 332","Node 332 description","Node 332 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T333","Node 333","Node 333 description","Node 333 memo","ROADM","Group 3","G3","Parent 3"
"T334","Node 334","Node 334 description","Node 334 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T335","Node 335","Node 335 description","Node 335 memo","ROADM","Group 2","G2","Parent 2"
"T336","Node 336","Node 336 description","Node 336 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T337","Node 337","Node 337 description","Node 337 memo","ROADM","Group 1","G1","Parent 1"
"T338","Node 338","Node 338 description","Node 338 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T339","Node 339","Node 339 description","Node 339 memo","ROADM","Group 3","G3","Parent 3"
"T340","Node 340","Node 340 description","Node 340 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T341","Node 341","Node 341 description","Node 341 memo","ROADM","Group 2","G2","Parent 2"
"T342","Node 342","Node 342 description","Node 342 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T343","Node 343","Node 343 description","Node 343 memo","ROADM","Group 1","G1","Parent 1"
"T344","Node 344","Node 344 description","Node 344 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T345","Node 345","Node 345 description","Node 345 memo","ROADM","Group 3","G3","Parent 3"
"T346","Node 346","Node 346 description","Node 346 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T347","Node 347","Node 347 description","Node 347 memo","ROADM","Group 2","G2","Parent 2"
"T348","Node 348","Node 348 description","Node 348 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T349","Node 349","Node 349 description","Node 349 memo","ROADM","Group 1","G1","Parent 1"
"T350","Node 350","Node 350 description","Node 350 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T351","Node 351","Node 351 description","Node 351 memo","ROADM","Group 3","G3","Parent 3"
"T352","Node 352","Node 352 description","Node 352 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T353","Node 353","Node 353 description","Node 353 memo","ROADM","Group 2","G2","Parent 2"
"T354","Node 354","Node 354 description","Node 354 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T355","Node 355","Node 355 description","Node 355 memo","ROADM","Group 1","G1","Parent 1"
"T356","Node 356","Node 356 description","Node 356 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T357","Node 357","Node 357 description","Node 357 memo","ROADM","Group 3","G3","Parent 3"
"T358","Node 358","Node 358 description","Node 358 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T359","Node 359","Node 359 description","Node 359 memo","ROADM","Group 2","G2","Parent 2"
"T360","Node 360","Node 360 description","Node 360 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T361","Node 361","Node 361 description","Node 361 memo","ROADM","Group 1","G1","Parent 1"
"T362","Node 362","Node 362 description","Node 362 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T363","Node 363","Node 363 description","Node 363 memo","ROADM","Group 3","G3","Parent 3"
"T364","Node 364","Node 364 description","Node 364 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T365","Node 365","Node 365 description","Node 365 memo","ROADM","Group 2","G2","Parent 2"
"T366","Node 366","Node 366 description","Node 366 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T367","Node 367","Node 367 description","Node 367 memo","ROADM","Group 1","G1","Parent 1"
"T368","Node 368","Node 368 description","Node 368 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T369","Node 369","Node 369 description","Node 369 memo","ROADM","Group 3","G3","Parent 3"
"T370","Node 370","Node 370 description","Node 370 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T371","Node 371","Node 371 description","Node 371 memo","ROADM","Group 2","G2","Parent 2"
"T372","Node 372","Node 372 description","Node 372 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T373","Node 373","Node 373 description","Node 373 memo","ROADM","Group 1","G1","Parent 1"
"T374","Node 374","Node 374 description","Node 374 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T375","Node 375","Node 375 description","Node 375 memo","ROADM","Group 3","G3","Parent 3"
"T376","Node 376","Node 376 description","Node 376 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T377","Node 377","Node 377 description","Node 377 memo","ROADM","Group 2","G2","Parent 2"
"T378","Node 378","Node 378 description","Node 378 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T379","Node 379","Node 379 description","Node 379 memo","ROADM","Group 1","G1","Parent 1"
"T380","Node 380","Node 380 description","Node 380 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T381","Node 381","Node 381 description","Node 381 memo","ROADM","Group 3","G3","Parent 3"
"T382","Node 382","Node 382 description","Node 382 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T383","Node 383","Node 383 description","Node 383 memo","ROADM","Group 2","G2","Parent 2"
"T384","Node 384","Node 384 description","Node 384 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T385","Node 385","Node 385 description","Node 385 memo","ROADM","Group 1","G1","Parent 1"
"T386","Node 386","Node 386 description","Node 386 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T387","Node 387","Node 387 description","Node 387 memo","ROADM","Group 3","G3","Parent 3"
"T388","Node 388","Node 388 description","Node 388 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T389","Node 389","Node 389 description","Node 389 memo","ROADM","Group 2","G2","Parent 2"
"T390","Node 390","Node 390 description","Node 390 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T391","Node 391","Node 391 description","Node 391 memo","ROADM","Group 1","G1","Parent 1"
"T392","Node 392","Node 392 description","Node 392 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T393","Node 393","Node 393 description","Node 393 memo","ROADM","Group 3","G3","Parent 3"
"T394","Node 394","Node 394 description","Node 394 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T395","Node 395","Node 395 description","Node 395 memo","ROADM","Group 2","G2","Parent 2"
"T396","Node 396","Node 396 description","Node 396 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T397","Node 397","Node 397 description","Node 397 memo","ROADM","Group 1","G1","Parent 1"
"T398","Node 398","Node 398 description","Node 398 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T399","Node 399","Node 399 description","Node 399 memo","ROADM","Group 3","G3","Parent 3"
"T400","Node 400","Node 400 description","Node 400 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T401","Node 401","Node 401 description","Node 401 memo","ROADM","Group 2","G2","Parent 2"
"T402","Node 402","Node 402 description","Node 402 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T403","Node 403","Node 403 description","Node 403 memo","ROADM","Group 1","G1","Parent 1"
"T404","Node 404","Node 404 description","Node 404 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T405","Node 405","Node 405 description","Node 405 memo","ROADM","Group 3","G3","Parent 3"
"T406","Node 406","Node 406 description","Node 406 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T407","Node 407","Node 407 description","Node 407 memo","ROADM","Group 2","G2","Parent 2"
"T408","Node 408","Node 408 description","Node 408 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T409","Node 409","Node 409 description","Node 409 memo","ROADM","Group 1","G1","Parent 1"
"T410","Node 410","Node 410 description","Node 410 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T411","Node 411","Node 411 description","Node 411 memo","ROADM","Group 3","G3","Parent 3"
"T412","Node 412","Node 412 description","Node 412 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T413","Node 413","Node 413 description","Node 413 memo","ROADM","Group 2","G2","Parent 2"
"T414","Node 414","Node 414 description","Node 414 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T415","Node 415","Node 415 description","Node 415 memo","ROADM","Group 1","G1","Parent 1"
"T416","Node 416","Node 416 description","Node 416 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T417","Node 417","Node 417 description","Node 417 memo","ROADM","Group 3","G3","Parent 3"
"T418","Node 418","Node 418 description","Node 418 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T419","Node 419","Node 419 description","Node 419 memo","ROADM","Group 2","G2","Parent 2"
"T420","Node 420","Node 420 description","Node 420 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T421","Node 421","Node 421 description","Node 421 memo","ROADM","Group 1","G1","Parent 1"
"T422","Node 422","Node 422 description","Node 422 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T423","Node 423","Node 423 description","Node 423 memo","ROADM","Group 3","G3","Parent 3"
"T424","Node 424","Node 424 description","Node 424 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T425","Node 425","Node 425 description","Node 425 memo","ROADM","Group 2","G2","Parent 2"
"T426","Node 426","Node 426 description","Node 426 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T427","Node 427","Node 427 description","Node 427 memo","ROADM","Group 1","G1","Parent 1"
"T428","Node 428","Node 428 description","Node 428 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T429","Node 429","Node 429 description","Node 429 memo","ROADM","Group 3","G3","Parent 3"
"T430","Node 430","Node 430 description","Node 430 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T431","Node 431","Node 431 description","Node 431 memo","ROADM","Group 2","G2","Parent 2"
"T432","Node 432","Node 432 description","Node 432 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T433","Node 433","Node 433 description","Node 433 memo","ROADM","Group 1","G1","Parent 1"
"T434","Node 434","Node 434 description","Node 434 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T435","Node 435","Node 435 description","Node 435 memo","ROADM","Group 3","G3","Parent 3"
"T436","Node 436","Node 436 description","Node 436 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T437","Node 437","Node 437 description","Node 437 memo","ROADM","Group 2","G2","Parent 2"
"T438","Node 438","Node 438 description","Node 438 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T439","Node 439","Node 439 description","Node 439 memo","ROADM","Group 1","G1","Parent 1"
"T440","Node 440","Node 440 description","Node 440 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T441","Node 441","Node 441 description","Node 441 memo","ROADM","Group 3","G3","Parent 3"
"T442","Node 442","Node 442 description","Node 442 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T443","Node 443","Node 443 description","Node 443 memo","ROADM","Group 2","G2","Parent 2"
"T444","Node 444","Node 444 description","Node 444 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T445","Node 445","Node 445 description","Node 445 memo","ROADM","Group 1","G1","Parent 1"
"T446","Node 446","Node 446 description","Node 446 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T447","Node 447","Node 447 description","Node 447 memo","ROADM","Group 3","G3","Parent 3"
"T448","Node 448","Node 448 description","Node 448 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T449","Node 449","Node 449 description","Node 449 memo","ROADM","Group 2","G2","Parent 2"
"T450","Node 450","Node 450 description","Node 450 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T451","Node 451","Node 451 description","Node 451 memo","ROADM","Group 1","G1","Parent 1"
"T452","Node 452","Node 452 description","Node 452 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T453","Node 453","Node 453 description","Node 453 memo","ROADM","Group 3","G3","Parent 3"
"T454","Node 454","Node 454 description","Node 454 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T455","Node 455","Node 455 description","Node 455 memo","ROADM","Group 2","G2","Parent 2"
"T456","Node 456","Node 456 description","Node 456 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T457","Node 457","Node 457 description","Node 457 memo","ROADM","Group 1","G1","Parent 1"
"T458","Node 458","Node 458 description","Node 458 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T459","Node 459","Node 459 description","Node 459 memo","ROADM","Group 3","G3","Parent 3"
"T460","Node 460","Node 460 description","Node 460 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T461","Node 461","Node 461 description","Node 461 memo","ROADM","Group 2","G2","Parent 2"
"T462","Node 462","Node 462 description","Node 462 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T463","Node 463","Node 463 description","Node 463 memo","ROADM","Group 1","G1","Parent 1"
"T464","Node 464","Node 464 description","Node 464 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T465","Node 465","Node 465 description","Node 465 memo","ROADM","Group 3","G3","Parent 3"
"T466","Node 466","Node 466 description","Node 466 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T467","Node 467","Node 467 description","Node 467 memo","ROADM","Group 2","G2","Parent 2"
"T468","Node 468","Node 468 description","Node 468 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T469","Node 469","Node 469 description","Node 469 memo","ROADM","Group 1","G1","Parent 1"
"T470","Node 470","Node 470 description","Node 470 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T471","Node 471","Node 471 description","Node 471 memo","ROADM","Group 3","G3","Parent 3"
"T472","Node 472","Node 472 description","Node 472 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T473","Node 473","Node 473 description","Node 473 memo","ROADM","Group 2","G2","Parent 2"
"T474","Node 474","Node 474 description","Node 474 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T475","Node 475","Node 475 description","Node 475 memo","ROADM","Group 1","G1","Parent 1"
"T476","Node 476","Node 476 description","Node 476 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T477","Node 477","Node 477 description","Node 477 memo","ROADM","Group 3","G3","Parent 3"
"T478","Node 478","Node 478 description","Node 478 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T479","Node 479","Node 479 description","Node 479 memo","ROADM","Group 2","G2","Parent 2"
"T480","Node 480","Node 480 description","Node 480 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T481","Node 481","Node 481 description","Node 481 memo","ROADM","Group 1","G1","Parent 1"
"T482","Node 482","Node 482 description","Node 482 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T483","Node 483","Node 483 description","Node 483 memo","ROADM","Group 3","G3","Parent 3"
